                                                  

       SCF,CCSD
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
   -39.03712185,   -39.32328002
                                                  
