                                                  

       SCF,CCSD
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
     0.00000000,     0.00000000
   -29.70194934,   -29.81826037
                                                  
